"URI","Title","RecordId","Authority","Degree","Deity","Denomination","Dynasty","Engraver","Era","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Year","Date Record Modified"
"http://numismatics.org/ocre/id/ric.5.gall(2).234B","RIC V Gallienus 234B","ric.5.gall(2).234B","Gallienus","","Libertas","Antoninianus","","","","","","Struck","Silver","Rome","IMP CAES GALLIENVS AVG","Head of Gallienus, radiate, right","Coin","Gallienus","","Italy","LIBERTAS AVG","Libertas, draped, standing left, holding cap in right hand and sceptre in left hand","260|268","2015-06-10T14:22:28Z"
"http://numismatics.org/ocre/id/ric.3.ant.760","RIC III Antoninus Pius 760","ric.3.ant.760","Antoninus Pius","","Fortuna","Sestertius","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","COS IIII S C","Fortuna, standing left, holding rudder in right hand and cornucopiae in left","145|161","2014-11-04T11:04:48.013Z"
"http://numismatics.org/ocre/id/ric.9.med.24","RIC IX Mediolanum 24","ric.9.med.24","Valentinian II|Theodosius I","","","Heavy miliarensis","","","","","","Struck","Silver","Mediolanum","D N ARCADI-VS P F AVG","Bust of Arcadius, pearl-diademed, draped and cuirassed, right","Coin","Arcadius","","Italy","","VOT/X/MVLT/XX within wreath","388|393","2016-10-24T08:45:31Z"
"http://numismatics.org/ocre/id/ric.3.ant.755","RIC III Antoninus Pius 755","ric.3.ant.755","Antoninus Pius","","","Sestertius","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","AED DIVI AVG REST COS IIII S C","Front view of octastyle temple, in which are seated statues of Divus Augustus and Livia","145|161","2014-11-04T11:02:20.175Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).233","RIC V Gallienus 233","ric.5.gall(2).233","Gallienus","","Libertas","Antoninianus","","","","","","Struck","Silver","Rome","GALLIENVS AVG","Head of Gallienus, radiate, right","Coin","Gallienus","","Italy","","Libertas, draped, standing left, holding cap in right hand and sceptre in left hand","260|268","2015-06-10T14:22:27Z"
"http://numismatics.org/ocre/id/ric.3.ant.752","RIC III Antoninus Pius 752","ric.3.ant.752","Antoninus Pius","","Salus","Sestertius","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","TR POT COS III DES IIII S C","Salus, draped, standing left, feeding out of patera in right hand snake coiled round altar left and holding rudder on globe in left","144","2014-11-04T11:03:45.972Z"
"http://numismatics.org/ocre/id/ric.3.ant.750","RIC III Antoninus Pius 750","ric.3.ant.750","Antoninus Pius","","Salus","Sestertius","","","","","","Struck","Bronze","Rome","ANTONINVS AVG- PIVS P P TR P COS III","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","DES IIII S C","Salus, seated left, feeding snake coiled round altar and resting left elbow on chair; under chair, flower","144","2014-11-04T11:05:32.978Z"
"http://numismatics.org/ocre/id/ric.3.ant.747B","RIC III Antoninus Pius 747B","ric.3.ant.747B","Antoninus Pius","","Italia","Sestertius","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, left","Coin","Antoninus Pius","","Italy","TR POT COS III ITALIA S C","Italia, towered, draped, seated, left on globe, with zones and stars, holding cornucopiae in right hand and sceptre in left","143|144","2014-11-04T11:05:13.737Z"
"http://numismatics.org/ocre/id/ric.9.med.20A","RIC IX Mediolanum 20A","ric.9.med.20A","Valentinian II","","Victory","Solidus","","","","","","Struck","Gold","Mediolanum","D N VALENTINI-ANVS P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Italy","VICTOR-IA AVGG","Two emperors, nimbate, seated, facing on throne, the one on right holding mappa in left hand and the two together holding globe, both emperors have legs draped. Behind, a Victory, below, palm-branch.","388|392","2016-10-24T08:45:29Z"
"http://numismatics.org/ocre/id/ric.9.tri.18A","RIC IX Treveri 18A","ric.9.tri.18A","Valentinian I","","","Solidus","","","","","","Struck","Gold","Trier","D N VALENTI-NIANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped in imperial mantle, left, holding mappa and short sceptre","Coin","Valentinian I","","Gallia","VOTA-PV-BLICA","Two emperors, nimbate, draped in imperial robes, seated, facing on throne, each holding mappa and sceptre. The emperor on left is raising his mappa","367|375","2016-10-24T08:50:58Z"
"http://numismatics.org/ocre/id/ric.3.ant.736C","RIC III Antoninus Pius 736C","ric.3.ant.736C","Antoninus Pius","","","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Head of Antoninus Pius, laureate, left","Coin","Antoninus Pius","","Italy","IMPERATOR II ANCILIA S C","Two ancilia-- oval shields with rounded projections like shells above and below set upright side by side","143|144","2014-11-04T11:04:05.546Z"
"http://numismatics.org/ocre/id/ric.9.tri.17C","RIC IX Treveri 17C","ric.9.tri.17C","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","367|375","2016-10-24T08:50:54Z"
"http://numismatics.org/ocre/id/ric.6.alex.41","RIC VI Alexandria 41","ric.6.alex.41","Diocletian","","Jupiter","AE1","","","","","","Struck","Bronze","Alexandria","IMP C DIOCLETIANVS P F AVG","Head of Diocletian, laureate, right","Coin","Diocletian","","Egypt","IOVI CO-NS CAES","Jupiter, standing left, holding small Victory on globe in right hand and leaning on sceptre with left hand","304|305","2016-06-24T16:33:18Z"
"http://numismatics.org/ocre/id/ric.6.alex.39","RIC VI Alexandria 39","ric.6.alex.39","Diocletian","","Hercules","AE1","","","","","","Struck","Bronze","Alexandria","IMP C M A MAXIMIANVS P F AVG","Bust of Maximian, radiate, draped, cuirassed, right","Coin","Maximian","","Egypt","HERCVLI - VICTORI","Hercules, standing front, head left, leaning on club with right hand and holding apples in left hand; hanging from left elbow, lion's skin","304|305","2016-06-24T16:33:18Z"
"http://numismatics.org/ocre/id/ric.9.tri.16B","RIC IX Treveri 16B","ric.9.tri.16B","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, helmeted (with stars on helmet) and cuirassed, left, holding spear in front and shield on which is represented a horseman charging over prostrate enemy","Coin","Valentinian I|Gratian","","Gallia","VICTORES-AVGVSTI","Valentinian and Gratian seated facing, together holding globe; Victory, flyingleft, crowns them","367|375","2016-10-24T08:50:51Z"
"http://numismatics.org/ocre/id/ric.3.ant.729","RIC III Antoninus Pius 729","ric.3.ant.729","Antoninus Pius","","Spes","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","IMPERATOR II S C","Salus, seated left, feeding from patera snake coiled round altar and holding sceptre","143|144","2014-11-04T11:03:52.854Z"
"http://numismatics.org/ocre/id/ric.3.ant.724","RIC III Antoninus Pius 724","ric.3.ant.724","Antoninus Pius","","Victory","Dupondius","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Head of Antoninus Pius, radiate, right","Coin","Antoninus Pius","","Italy","IMPERATOR II S C","Victory, winged, draped, flying right, holding trophy, pointing upwards to right, in both hands","143|144","2014-11-04T11:05:31.985Z"
"http://numismatics.org/ocre/id/ric.9.tri.107C","RIC IX Treveri 107C","ric.9.tri.107C","Theodosius I","","Victory","AE4","","","","","","Struck","Bronze","Trier","D N ARCAPI-VS P F AVG","Bust of Arcadius, pearl-diademed, draped and cuirassed, right","Coin","Arcadius","","Gallia","VICTOR-IA AVGGG","Victory advancing left, holding wreath and palm","392|395","2016-10-24T08:50:48Z"
"http://numismatics.org/ocre/id/ric.9.tri.106D","RIC IX Treveri 106D","ric.9.tri.106D","Eugenius","","Roma","Siliqua","","","","","","Struck","Silver","Trier","D N EVGENI-VS P F AVG","Bust of Eugenius, pearl-diademed, draped and cuirassed, right","Coin","Eugenius","","Gallia","VIRTVS RO-MANORVM","Roma seated left on cuirass, holding Victory on globe and reversed spear","392|394","2016-10-24T08:50:47Z"
"http://numismatics.org/ocre/id/ric.3.ant.719","RIC III Antoninus Pius 719","ric.3.ant.719","Antoninus Pius","","Victory","Sestertius","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","IMPERATOR II BRITAN S C","Victory, winged, draped, standing, left on globe, holding wreath in extended right hand and palm upwards at shoulder in left","143|144","2014-11-04T11:05:37.459Z"
"http://numismatics.org/ocre/id/ric.3.ant.717B","RIC III Antoninus Pius 717B","ric.3.ant.717B","Antoninus Pius","","Victory","Sestertius","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Bust of Antoninus Pius, laureate, draped, right","Coin","Antoninus Pius","","Italy","IMPERATOR II S C","Victory, winged, draped, flying right, holding trophy, pointing upwards to right, in both hands","143|144","2014-11-04T11:04:17.586Z"
"http://numismatics.org/ocre/id/ric.9.thes.9","RIC IX Thessalonica 9","ric.9.thes.9","Valentinian I","","","Siliqua","","","","","","Struck","Silver","Thessalonica","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Macedonia","","VOT/V/MVL/X within laurel wreath","364|367","2016-10-24T08:50:45Z"
"http://numismatics.org/ocre/id/ric.9.thes.64G","RIC IX Thessalonica 64G","ric.9.thes.64G","Theodosius I","","Constantinopolis","Solidus","","","","","","Struck","Gold","Thessalonica","D N HONOR-IVS P F AVG","Bust of Honorius, pearl-diademed, draped and cuirassed, right","Coin","Honorius","","Macedonia","CONCORDI-A AVGGG","Constantinopolis, helmeted, head right, seated facing, on throne adorned with lions' heads, holding sceptre and globe, right foot on prow","388|393","2016-10-24T08:50:44Z"
"http://numismatics.org/ocre/id/ric.3.ant.708","RIC III Antoninus Pius 708","ric.3.ant.708","Antoninus Pius","","Victory","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","VICTORIA AVG S C","Victory in fast quadriga, right, holding reins","140|144","2014-11-04T11:03:59.802Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).227","RIC V Gallienus 227","ric.5.gall(2).227","Gallienus","","Liberalitas","Antoninianus","","","","","","Struck","Silver","Rome","GALLIENVS AVG","Bust of Gallienus, radiate, draped, right | Bust of Gallienus, radiate, cuirassed, right | Head of Gallienus, radiate, right","Coin","Gallienus","","Italy","","Liberalitas, draped, standing left, holding tessera in right hand and cornucopiae in left hand","260|268","2015-06-10T14:22:15Z"
"http://numismatics.org/ocre/id/ric.6.alex.19","RIC VI Alexandria 19","ric.6.alex.19","Diocletian","","Genius","AE1","","","","","","Struck","Bronze","Alexandria","IMP C LVCIVS DOMITIVS DOMITIANVS AVG","Head of Domitius Domitianus, laureate, right","Coin","Domitius Domitianus","","Egypt","GENIO POPV-L-I ROMANI or GENIO POPV-LI ROMANI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding patera in right hand and holding cornucopiae in left hand; liquid sometimes flowing from patera; at feet to left, eagle holding wreath in its beak","295|296","2016-06-24T16:33:12Z"
"http://numismatics.org/ocre/id/ric.3.ant.705B","RIC III Antoninus Pius 705B","ric.3.ant.705B","Antoninus Pius","","","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Bust of Antoninus Pius, laureate, draped, right","Coin","Antoninus Pius","","Italy","TR POT COS III S C","Cadeucus between crossed cornucopiae","140|144","2014-11-04T11:04:02.374Z"
"http://numismatics.org/ocre/id/ric.9.thes.62A","RIC IX Thessalonica 62A","ric.9.thes.62A","Valentinian II","","","AE4","","","","","","Struck","Bronze","Thessalonica","D N VALENTINIANVS P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Macedonia","GLORIA REI-PVBLICAE","Gate of camp","383|388","2016-10-24T08:50:39Z"
"http://numismatics.org/ocre/id/ric.9.thes.60A","RIC IX Thessalonica 60A","ric.9.thes.60A","Valentinian II","","","AE3","","","","","","Struck","Bronze","Thessalonica","D N VALENTINI-ANVS P F AVG","Bust of Valentinian II, pearl-diademed, draped and cuirassed, right","Coin","Valentinian II","","Macedonia","GLORIA RO-MANORVM","Emperor advancing right, dragging captive with right hand and holding labarum in left","383|388","2016-10-24T08:50:37Z"
"http://numismatics.org/ocre/id/ric.3.ant.703C","RIC III Antoninus Pius 703C","ric.3.ant.703C","Antoninus Pius","","Spes","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, left","Coin","Antoninus Pius","","Italy","TR POT COS III S C","Spes, advancing left, holding flower and raising skirt","140|144","2014-11-04T11:03:51.478Z"
"http://numismatics.org/ocre/id/ric.3.ant.703B","RIC III Antoninus Pius 703B","ric.3.ant.703B","Antoninus Pius","","Spes","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Bust of Antoninus Pius, laureate, draped, right","Coin","Antoninus Pius","","Italy","TR POT COS III S C","Spes, advancing left, holding flower and raising skirt","140|144","2014-11-04T11:05:13.076Z"
"http://numismatics.org/ocre/id/ric.3.ant.701","RIC III Antoninus Pius 701","ric.3.ant.701","Antoninus Pius","","Pax","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, bare, right","Coin","Antoninus Pius","","Italy","TR POT COS III S C","Pax, draped, standing left, holding branch in extended right hand and cornucopiae in left","140|144","2014-11-04T11:04:37.025Z"
"http://numismatics.org/ocre/id/ric.3.ant.700B","RIC III Antoninus Pius 700B","ric.3.ant.700B","Antoninus Pius","","Fortuna","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, left","Coin","Antoninus Pius","","Italy","TR POT COS III S C","Fortuna, draped, standing left, holding rudder set on globe in right hand and cornucopiae in left","140|144","2014-11-04T11:05:06.092Z"
"http://numismatics.org/ocre/id/ric.3.ant.697Ab","RIC III Antoninus Pius 697Ab","ric.3.ant.697Ab","Antoninus Pius","","Roma","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","TR POT COS III S C","Roma, helmeted, draped, seated right, resting left arm on chair and holding spear","140|144","2014-11-04T11:04:56.392Z"
"http://numismatics.org/ocre/id/ric.3.ant.694A","RIC III Antoninus Pius 694A","ric.3.ant.694A","Antoninus Pius","","Mars","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","TR POT COS III S C","Mars, helmeted, naked but for cloak on right arm, holding spear in right hand and round shield in left, descending right through air to Rhea Silvia, who is asleep, reclining left, on the ground, right","140|144","2014-11-04T11:03:54.627Z"
"http://numismatics.org/ocre/id/ric.9.thes.48B","RIC IX Thessalonica 48B","ric.9.thes.48B","Theodosius I","","","AE4","","","","","","Struck","Bronze","Thessalonica","D N ARCADIVS P F AVG","Bust of Arcadius, pearl-diademed, draped and cuirassed, right","Coin","Arcadius","","Macedonia","","VOT/V within wreath","383|388","2016-10-24T08:50:29Z"
"http://numismatics.org/ocre/id/ric.3.ant.693B","RIC III Antoninus Pius 693B","ric.3.ant.693B","Antoninus Pius","","Janus","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, left","Coin","Antoninus Pius","","Italy","TR POT COS III S C","Janus, standing front, holding sceptre","140|144","2014-11-04T11:05:04.375Z"
"http://numismatics.org/ocre/id/ric.3.ant.691A","RIC III Antoninus Pius 691A","ric.3.ant.691A","Antoninus Pius","","Tiber","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","TIBERIS S C","Tiber, reclining left, resting right hand on ship and holdng reed","140|144","2014-11-04T11:02:38.796Z"
"http://numismatics.org/ocre/id/ric.3.ant.688C","RIC III Antoninus Pius 688C","ric.3.ant.688C","Antoninus Pius","","Salus","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Bust of Antoninus Pius, laureate, draped, right","Coin","Antoninus Pius","","Italy","SALVS AVG S C","Salus, standing left, feeding snake coiled round altar and holding sceptre","140|144","2014-11-04T11:02:25.987Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).225","RIC V Gallienus 225","ric.5.gall(2).225","Gallienus","","Laetitia","Antoninianus","","","","","","Struck","Silver","Rome","IMP GALLIENVS AVG","Bust of Gallienus, radiate, wearing imperial mantle, left, holding sceptre surmounted by eagle","Coin","Gallienus","","Italy","LAETITIA AVG","Laetitia, draped, standing left, holding wreath in right hand and anchor in left hand","260|268","2015-06-10T14:22:07Z"
"http://numismatics.org/ocre/id/ric.6.anch.164a","RIC VI Antioch 164a","ric.6.anch.164a","Maximinus Daia","","Genius","AE2","","","","","","Struck","Bronze","Antioch","IMP C LIC LICINNIVS P F AVG","Head of Licinius, laureate, right","Coin","Licinius","","Syria","GENIO AV-GVSTI","Genius, wearing modius, nude, chlamys draped over left shoulder, standing left, holding head of Sol in right hand and cornucopiae in left hand","312","2016-06-24T16:33:05Z"
"http://numismatics.org/ocre/id/ric.3.ant.685","RIC III Antoninus Pius 685","ric.3.ant.685","Antoninus Pius","","Apollo","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","S C","Apollo, standing left, holding patera in right hand and lyre in left","140|144","2014-11-04T11:03:33.485Z"
"http://numismatics.org/ocre/id/ric.3.ant.683","RIC III Antoninus Pius 683","ric.3.ant.683","Antoninus Pius","","Genius","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","GENIVS POPVLI ROMANI S C","Genius of the Roman People, standing front, head right, holding vertical sceptre in right hand and cornucopiae in left","140|144","2014-11-04T11:05:16.691Z"
